"";"Audi Audi A4 2,7 TDI S-line Plus Packet";"16 900 EUR";"https://secureimg.ebayimg.com/i/00/s/MjQxWDQzMA==/z/wuEAAOSwux5YRHIZ/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/MjQxWDQzMA==/z/pGoAAOSw4GVYRHIZ/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MjQxWDQzMA==/z/2ysAAOSwcUBYRHIZ/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MjQxWDQzMA==/z/2dcAAOSw2xRYRHIZ/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MjQxWDQzMA==/z/9tsAAOSwA3dYRHIa/$_21.JPG";"УНИВЕРСАЛ";"Подержанные";"09/2016";"";"Дизельный";"179 800 км";""
"";"Mercedes-Benz Vito 113 CDI BlueEFFICIENCY 8-Sitzer Klimaanlage";"12 800 EUR";"https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/lmIAAOSwImRYKKrd/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/JXIAAOSwr2RYKKrp/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/cUIAAOSwB09YKKr0/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/bVsAAOSw4GVYKKsO/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/5b0AAOSw44BYKKsn/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/GPUAAOSwal5YKKs-/$_21.JPG";"МИНИВЭН / МИКРОАВТОБУС";"Подержанные";"11/2013";"Механическая коробка передач";"Дизельный";"272 364 км";"100 кВт (136 PS)"
"";"Audi Audi a6 2.5 Tdi";"850 EUR";"https://secureimg.ebayimg.com/i/00/s/MjQyWDQzMA==/z/oVcAAOSw4GVYRHII/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/MzI1WDE4Mw==/z/86AAAOSwA3dYRHIH/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MjQyWDQzMA==/z/WswAAOSwEzxYRHII/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MzI1WDI0NA==/z/Cr8AAOSw-0xYRHII/$_21.JPG";"УНИВЕРСАЛ";"Подержанные";"10/1998";"";"";"339 000 км";""
"";"Mercedes-Benz E 200 Elegance erst 99921 Kilometer Automatik";"999 EUR";"https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/j5wAAOSwGIRXZuJM/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/hikAAOSwzJ5XZuJY/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/h8cAAOSwzJ5XZuJl/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/WyYAAOSwvg9XZuJz/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/sWsAAOSw-4BXZuKB/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/0jwAAOSwM4xXZuKm/$_21.JPG";"СЕДАН";"Подержанные";"03/1997";"Автоматическая КП";"Бензиновый";"99 921 км";"100 кВт (136 PS)"
"";"BMW BMW e36 316i Touring";"800 EUR";"https://secureimg.ebayimg.com/i/00/s/MzI1WDM1NA==/z/btgAAOSwo4pYRHGw/$_21.JPG";"";"УНИВЕРСАЛ";"Подержанные";"01/1997";"";"";"300 000 км";""
"";"Volkswagen VW Golf 3 mit Schiebedach und servo";"700 EUR";"https://secureimg.ebayimg.com/i/00/s/MjQyWDQzMA==/z/of8AAOSwa~BYRHF7/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/MjQyWDQzMA==/z/qj4AAOSwux5YRHF6/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MjQyWDQzMA==/z/Rh0AAOSwiDFYRHF6/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MjQyWDQzMA==/z/vmcAAOSw2xRYRHF6/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MjQyWDQzMA==/z/of8AAOSwa~BYRHF7/$_21.JPG";"МАЛОЛИТРАЖНЫЙ АВТОМОБИЛЬ";"Подержанные";"07/1996";"";"Бензиновый";"130 000 км";""
"";"BMW Bmw 318i e90 Navi TUV Top Zustand, Service…";"6 790 EUR";"https://secureimg.ebayimg.com/i/00/s/MjQyWDQzMA==/z/OJUAAOSw44BYRG0I/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/MzI1WDE4Mw==/z/msoAAOSwB09YRG0I/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MzI1WDE4Mw==/z/msoAAOSwB09YRG0I/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MjQyWDQzMA==/z/OI8AAOSw44BYRG0I/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MjQyWDQzMA==/z/f30AAOSw6DtYRG0I/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MjQyWDQzMA==/z/4wsAAOSwcUBYRG0I/$_21.JPG";"СЕДАН";"Подержанные";"04/2007";"";"Бензиновый";"199 900 км";""
"";"Kia Rio 1.5 RS";"650 EUR";"https://secureimg.ebayimg.com/i/00/s/OTAwWDE2MDA=/z/X-8AAOSwcUBYRGng/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/OTAwWDE2MDA=/z/Y80AAOSwcUBYRGn4/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/OTAwWDE2MDA=/z/L1YAAOSwo4pYRGoN/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/OTAwWDE2MDA=/z/6-MAAOSw-0xYRGog/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/OTAwWDE2MDA=/z/nH8AAOSw2xRYRGo9/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/OTAwWDE2MDA=/z/IwQAAOSw6DtYRGpq/$_21.JPG";"МАЛОЛИТРАЖНЫЙ АВТОМОБИЛЬ";"Подержанные";"12/2001";"Механическая коробка передач";"Бензиновый";"132 361 км";"72 кВт (98 PS)"
"";"Skoda Octavia 2.0 TDI DSG RS Navi PSD ACC BlackDesign";"30 990 EUR";"https://secureimg.ebayimg.com/i/00/s/NDgwWDY0MA==/z/k3sAAOSwj85YRGzx/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/NDgwWDY0MA==/z/NvgAAOSw44BYRGz9/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/NDgwWDY0MA==/z/oKUAAOSwo4pYRGzz/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/NDgwWDY0MA==/z/wPMAAOSw4GVYRGzt/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/NDgwWDY0MA==/z/NV8AAOSw44BYRGzx/$_21.JPG";"УНИВЕРСАЛ";"Новые";"";"Автоматическая КП";"Дизельный";"10 км";"135 кВт (184 PS)"
"";"Mercedes-Benz SPRINTER 313 CDI HOCH LANG 9 SITZER KLIMA";"5 800 EUR";"https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/OPwAAOSw44BYRG0L/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/MTYwMFgxMjAw/z/ADYAAOSw2xRYRG0R/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTYwMFgxMjAw/z/ADYAAOSw2xRYRG0R/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/GYsAAOSwA3dYRG0X/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTYwMFgxMjAw/z/g4EAAOSw6DtYRG0d/$_21.JPG";"МИНИВЭН / МИКРОАВТОБУС";"Подержанные";"11/2000";"Механическая коробка передач";"Дизельный";"290 602 км";"95 кВт (129 PS)"
"";"Opel Astra 1.6 Comfort";"500 EUR";"https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/s9kAAOSw5cNYRGlU/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/fRsAAOSw2xRYRGlp/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/5ZcAAOSwImRYRGl~/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/EHIAAOSw6DtYRGn0/$_21.JPG";"СЕДАН";"Подержанные";"09/1998";"Механическая коробка передач";"Бензиновый";"158 168 км";"55 кВт (75 PS)"
"";"Chevrolet Orlando 1.8";"10 700 EUR";"https://secureimg.ebayimg.com/i/00/s/NzY4WDEwMjQ=/z/hokAAOSw4GVYRGsy/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/NzY4WDEwMjQ=/z/swMAAOSwcUBYRGve/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/NzY4WDEwMjQ=/z/1DIAAOSwA3dYRGtM/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/NzY4WDEwMjQ=/z/Jn4AAOSwiDFYRGtY/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/NzY4WDEwMjQ=/z/P0EAAOSwEzxYRGtm/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/NzY4WDEwMjQ=/z/zZYAAOSw2xRYRGuU/$_21.JPG";"МИНИВЭН / МИКРОАВТОБУС";"Подержанные";"07/2012";"Механическая коробка передач";"Бензиновый";"43 750 км";"104 кВт (141 PS)"
"";"Opel Opel Corsa c TUV 05/2018 Auffahrunfall";"700 EUR ";"https://secureimg.ebayimg.com/i/00/s/MzI1WDI0NA==/z/dmEAAOSw-0xYRHQ-/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/MzI1WDI0NA==/z/6k4AAOSwB09YRHQ-/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MzI1WDI0NA==/z/0h4AAOSw5cNYRHQ-/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MzI1WDI0NA==/z/90AAAOSwj85YRHQ-/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MzI1WDI0NA==/z/6lYAAOSwB09YRHQ-/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MzI1WDI0NA==/z/tTMAAOSwnHZYRHQ-/$_21.JPG";"ИНОЕ";"Подержанные";"11/2003";"";"Бензиновый";"133 000 км";""
"";"Porsche Cayman PCM 20" BLACK";"52 300 EUR";"https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/pvgAAOSwcUBYRF9O/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/DNMAAOSwa~BYRF7s/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/ZvgAAOSwEzxYRF8I/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/VCgAAOSwnHZYRF8b/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/-WwAAOSw2xRYRF89/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/MTIwMFgxNjAw/z/dCQAAOSwEzxYRF9l/$_21.JPG";"СПОРТИВНЫЙ АВТОМОБИЛЬ/КУПЕ";"Подержанные";"02/2015";"Механическая коробка передач";"Бензиновый";"19 000 км";"202 кВт (275 PS)"
"";"Nissan X-Trail 2.0 4x2 Comfort";"5 299 EUR";"https://secureimg.ebayimg.com/i/00/s/OTAxWDE2MDA=/z/I9kAAOSw44BYRGxS/$_21.JPG";"https://secureimg.ebayimg.com/i/00/s/OTAxWDE2MDA=/z/~ZMAAOSwA3dYRGxb/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/OTAxWDE2MDA=/z/34MAAOSwa~BYRGxi/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/OTAxWDE2MDA=/z/aB4AAOSwEzxYRGxz/$_21.JPG;https://secureimg.ebayimg.com/i/00/s/OTAxWDE2MDA=/z/tHQAAOSw4GVYRGyG/$_21.JPG";"ВНЕДОРОЖНИК / ПИКАП";"Подержанные";"06/2007";"Механическая коробка передач";"Бензиновый";"128 000 км";"103 кВт (140 PS)"
